./../ruleslwj/acl1_1k,2.76718,9.21268,
./../ruleslwj/acl2_1k,2.64083,4.49732,
./../ruleslwj/acl3_1k,4.25127,8.10047,
./../ruleslwj/acl4_1k,5.01679,6.71708,
./../ruleslwj/acl5_1k,4.76887,11.7907,
./../ruleslwj/acl1_10k,6.48438,4.28105,
./../ruleslwj/acl2_10k,5.27879,3.85326,
./../ruleslwj/acl3_10k,3.66845,3.25854,
./../ruleslwj/acl4_10k,2.35193,2.32014,
./../ruleslwj/acl5_10k,4.97973,6.26421,
./../ruleslwj/acl1_100k,8.58121,30.7366,
./../ruleslwj/acl2_100k,1.53059,0.81066,
./../ruleslwj/acl3_100k,6.35018,8.93836,
./../ruleslwj/acl4_100k,3.8138,7.31127,
./../ruleslwj/acl5_100k,6.41464,9.75674,
./../ruleslwj/ipc1_1k,5.52527,4.057,
./../ruleslwj/ipc2_1k,9.39757,11.3647,
./../ruleslwj/ipc1_10k,3.72496,2.58702,
./../ruleslwj/ipc2_10k,17.8694,31.5003,
./../ruleslwj/ipc1_100k,4.13092,8.91117,
./../ruleslwj/ipc2_100k,10.2477,15.4296,
./../ruleslwj/fw1_1k,3.2025,6.18319,
./../ruleslwj/fw2_1k,8.81462,22.1437,
./../ruleslwj/fw3_1k,6.55202,6.12586,
./../ruleslwj/fw4_1k,4.37269,7.30693,
./../ruleslwj/fw5_1k,4.03822,5.76521,
./../ruleslwj/fw1_10k,8.46723,13.7481,
./../ruleslwj/fw2_10k,8.79663,20.7912,
./../ruleslwj/fw3_10k,12.2053,13.8888,
./../ruleslwj/fw4_10k,2.76631,4.71191,
./../ruleslwj/fw5_10k,8.90691,11.3709,
./../ruleslwj/fw1_100k,4.18981,3.06394,
./../ruleslwj/fw2_100k,5.40345,5.50047,
./../ruleslwj/fw3_100k,4.93164,4.10969,
./../ruleslwj/fw4_100k,1.08828,2.04967,
./../ruleslwj/fw5_100k,5.80212,4.11773,
