./../ruleslwj/acl1_1k,5.54573,0.243728,3.89106,4.36653,8.42264,6.30756,
./../ruleslwj/acl2_1k,5.29041,2.52306,0.777177,2.69538,4.5339,4.81251,
./../ruleslwj/acl3_1k,7.95961,1.46848,0.912012,3.06727,8.55471,6.94396,
./../ruleslwj/acl4_1k,4.95186,3.50487,0.906538,2.891,6.28298,7.53175,
./../ruleslwj/acl5_1k,8.54994,3.68818,2.89112,4.69994,12.5974,5.62739,
./../ruleslwj/acl1_10k,6.48299,3.02858,2.34199,4.91425,4.4456,5.48127,
./../ruleslwj/acl2_10k,5.26219,3.13471,0.365186,4.10438,4.36956,6.52949,
./../ruleslwj/acl3_10k,3.70963,2.65256,0.650952,4.57118,3.42654,5.28649,
./../ruleslwj/acl4_10k,2.37703,1.49976,0.59511,4.33378,2.65086,4.94313,
./../ruleslwj/acl5_10k,5.07641,3.67772,1.35859,4.93213,5.49028,3.99428,
./../ruleslwj/acl1_100k,8.61741,2.65571,2.81884,4.51081,28.8021,5.19275,
./../ruleslwj/acl2_100k,1.55373,1.0795,0.338738,4.40576,0.771798,1.94496,
./../ruleslwj/acl3_100k,6.14418,2.6023,0.467249,4.54516,13.129,6.30743,
./../ruleslwj/acl4_100k,3.83938,2.26084,0.483249,4.53013,6.43672,4.89056,
./../ruleslwj/acl5_100k,6.66805,2.85917,1.30147,4.39813,8.92949,3.90313,
./../ruleslwj/ipc1_1k,5.48381,3.22924,0.775087,2.71002,4.7918,5.74505,
./../ruleslwj/ipc2_1k,9.87625,3.85607,4.34615,5.46489,11.0897,6.07348,
./../ruleslwj/ipc1_10k,3.74686,2.83636,0.432487,4.37873,3.12416,4.29223,
./../ruleslwj/ipc2_10k,18.0649,4.1364,3.30867,5.36685,34.1826,13.7666,
./../ruleslwj/ipc1_100k,4.17241,2.7102,0.249583,4.51261,8.03864,5.86448,
./../ruleslwj/ipc2_100k,9.41869,3.38581,2.81691,4.68458,16.8144,5.67688,
./../ruleslwj/fw1_1k,5.88509,3.54131,1.66794,4.50022,7.1712,6.87673,
./../ruleslwj/fw2_1k,8.60836,3.94145,2.25736,5.26665,21.7015,13.9439,
./../ruleslwj/fw3_1k,6.5945,3.52862,2.44131,4.90932,6.67532,6.8475,
./../ruleslwj/fw4_1k,4.24387,3.56587,1.92023,4.92386,7.1595,8.34412,
./../ruleslwj/fw5_1k,7.60313,3.69476,1.83379,4.92424,6.4393,9.06302,
./../ruleslwj/fw1_10k,8.44143,2.64297,1.0358,5.15039,14.5072,11.1379,
./../ruleslwj/fw2_10k,8.63711,3.72747,2.00948,5.14904,20.5585,13.6874,
./../ruleslwj/fw3_10k,12.425,2.01769,1.90744,5.25717,10.6243,11.1716,
./../ruleslwj/fw4_10k,2.83153,0.305047,0.91403,5.16536,7.38115,10.4452,
./../ruleslwj/fw5_10k,8.89606,1.40134,1.13117,5.26572,14.2732,10.2139,
./../ruleslwj/fw1_100k,4.2994,0.454636,0.765477,4.54841,4.05396,4.22325,
./../ruleslwj/fw2_100k,5.33266,3.09733,1.38334,4.63537,4.73072,4.37063,
./../ruleslwj/fw3_100k,5.29564,1.20438,1.45227,4.55234,7.08911,5.35307,
./../ruleslwj/fw4_100k,1.15257,0.23342,0.399271,4.36168,1.73083,5.76475,
./../ruleslwj/fw5_100k,5.78647,0.734971,0.873462,4.58737,4.65918,4.35503,
./../ruleslwj/acl1_1k,4.72547,0.194518,3.34793,3.68213,3.68394,2.35627,8.26901,4.68002,
